<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.18	18:50:00	5004.54	5006.86	5004.54	5005.25	305	0	17
2026.02.18	18:51:00	5005.27	5007.32	5005.27	5005.99	264	0	18
2026.02.18	18:52:00	5006.01	5006.03	5004.63	5005.11	226	0	18
2026.02.18	18:53:00	5005.12	5005.98	5004.14	5005.15	265	0	17
2026.02.18	18:54:00	5005.14	5005.19	5003.24	5003.78	246	0	17
2026.02.18	18:55:00	5003.77	5004.24	5002.42	5002.82	245	0	17
2026.02.18	18:56:00	5002.84	5003.61	5001.79	5001.86	275	0	17
2026.02.18	18:57:00	5001.82	5002.14	5000.48	5000.54	258	0	18
2026.02.18	18:58:00	5000.53	5001.65	4999.70	5001.43	289	0	18
2026.02.18	18:59:00	5001.44	5001.86	5000.27	5000.46	274	0	17
2026.02.18	19:00:00	5000.65	5001.55	5000.34	5001.20	282	0	18
2026.02.18	19:01:00	5001.19	5001.56	4999.17	5001.29	278	0	18
2026.02.18	19:02:00	5001.30	5001.50	4999.08	4999.10	314	0	18
2026.02.18	19:03:00	4999.11	4999.41	4996.94	4997.17	298	0	17
2026.02.18	19:04:00	4997.42	4999.79	4997.42	4999.69	281	0	17
2026.02.18	19:05:00	4999.67	5000.67	4998.88	5000.26	285	0	17
2026.02.18	19:06:00	5000.36	5000.64	4998.30	5000.64	176	0	17
2026.02.18	19:07:00	5000.59	5000.59	4997.94	4999.39	191	0	18
2026.02.18	19:08:00	4999.41	4999.82	4998.55	4999.73	219	0	16
2026.02.18	19:09:00	4999.78	5001.06	4999.65	4999.67	372	0	17
2026.02.18	19:10:00	4999.72	4999.72	4997.61	4999.04	218	0	17
2026.02.18	19:11:00	4999.07	4999.58	4998.42	4998.47	187	0	17
2026.02.18	19:12:00	4998.45	4998.82	4996.32	4996.81	268	0	17
2026.02.18	19:13:00	4996.86	4998.07	4996.13	4997.80	230	0	17
2026.02.18	19:14:00	4997.82	4999.73	4997.82	4999.05	218	0	18
2026.02.18	19:15:00	4999.07	5000.04	4998.59	4999.84	211	0	18
2026.02.18	19:16:00	4999.83	5000.10	4999.23	4999.57	189	0	18
2026.02.18	19:17:00	4999.55	4999.57	4997.53	4998.57	217	0	17
2026.02.18	19:18:00	4998.53	4999.41	4998.05	4998.38	212	0	19
2026.02.18	19:19:00	4998.43	4998.85	4997.57	4998.54	207	0	18
2026.02.18	19:20:00	4998.53	5000.46	4998.42	5000.21	200	0	18
2026.02.18	19:21:00	5000.18	5000.31	4999.36	4999.88	127	0	18
2026.02.18	19:22:00	4999.87	5000.70	4999.17	4999.63	132	0	19
2026.02.18	19:23:00	4999.64	4999.70	4998.47	4999.24	150	0	18
2026.02.18	19:24:00	4999.24	4999.90	4999.07	4999.64	103	0	17
2026.02.18	19:25:00	4999.48	4999.65	4998.74	4998.84	152	0	16
2026.02.18	19:26:00	4998.83	4998.91	4997.72	4998.77	155	0	17
2026.02.18	19:27:00	4998.78	4999.49	4998.59	4999.16	129	0	17
2026.02.18	19:28:00	4999.17	4999.65	4998.65	4998.75	163	0	17
2026.02.18	19:29:00	4998.76	4999.50	4998.64	4999.39	170	0	18
2026.02.18	19:30:00	4999.44	4999.47	4997.54	4997.86	196	0	17
2026.02.18	19:31:00	4997.93	5000.00	4997.93	4999.92	159	0	18
2026.02.18	19:32:00	4999.91	4999.92	4997.34	4998.12	145	0	18
2026.02.18	19:33:00	4998.11	4998.12	4995.80	4996.43	157	0	18
2026.02.18	19:34:00	4996.39	4996.52	4993.58	4995.07	192	0	17
2026.02.18	19:35:00	4995.22	4997.75	4995.22	4997.20	146	0	18
2026.02.18	19:36:00	4997.20	4999.23	4996.97	4999.17	147	0	17
2026.02.18	19:37:00	4998.85	4998.86	4997.73	4997.73	134	0	18
2026.02.18	19:38:00	4997.72	4997.74	4994.34	4994.42	158	0	17
2026.02.18	19:39:00	4994.45	4995.15	4993.58	4994.55	227	0	17
2026.02.18	19:40:00	4994.60	4995.97	4993.45	4995.68	255	0	18
2026.02.18	19:41:00	4995.70	4996.84	4995.33	4996.84	217	0	18
2026.02.18	19:42:00	4996.82	4998.04	4996.73	4997.98	203	0	18
2026.02.18	19:43:00	4997.99	4998.14	4997.17	4997.70	154	0	18
2026.02.18	19:44:00	4997.69	4997.77	4997.28	4997.71	92	0	18
2026.02.18	19:45:00	4997.85	5000.28	4997.83	4998.57	213	0	18
2026.02.18	19:46:00	4998.62	4998.79	4997.30	4997.88	94	0	17
2026.02.18	19:47:00	4997.86	4998.88	4997.75	4998.37	102	0	18
2026.02.18	19:48:00	4998.38	4998.55	4997.68	4998.04	70	0	17
2026.02.18	19:49:00	4998.05	4998.57	4998.02	4998.16	79	0	17
2026.02.18	19:50:00	4998.12	4998.63	4997.49	4997.63	75	0	17
2026.02.18	19:51:00	4997.65	4998.35	4997.27	4998.28	82	0	18
2026.02.18	19:52:00	4998.30	4999.37	4997.83	4999.19	82	0	17
2026.02.18	19:53:00	4999.08	4999.52	4998.65	4999.48	58	0	17
2026.02.18	19:54:00	4999.54	4999.67	4998.69	4999.22	138	0	17
2026.02.18	19:55:00	4999.23	4999.97	4998.81	4999.92	83	0	17
2026.02.18	19:56:00	4999.98	5000.61	4999.71	4999.95	112	0	18
2026.02.18	19:57:00	4999.96	5000.78	4999.54	4999.58	116	0	17
2026.02.18	19:58:00	4999.52	4999.91	4998.59	4998.59	123	0	18
2026.02.18	19:59:00	4998.48	4999.23	4997.90	4999.23	121	0	18
2026.02.18	20:00:00	4999.21	5000.30	4999.11	4999.98	152	0	17
2026.02.18	20:01:00	5000.00	5001.83	4999.82	4999.82	125	0	17
2026.02.18	20:02:00	4999.87	5001.56	4999.01	5000.32	211	0	18
2026.02.18	20:03:00	5000.31	5001.96	5000.26	5001.82	145	0	18
2026.02.18	20:04:00	5001.82	5002.73	5001.43	5001.97	113	0	18
2026.02.18	20:05:00	5002.00	5002.70	5001.33	5002.70	115	0	18
2026.02.18	20:06:00	5002.61	5003.21	5001.89	5002.96	189	0	17
2026.02.18	20:07:00	5002.93	5002.95	5001.26	5002.27	254	0	17
2026.02.18	20:08:00	5002.32	5002.50	5000.83	5000.85	133	0	16
2026.02.18	20:09:00	5000.73	5001.09	5000.04	5001.07	165	0	17
2026.02.18	20:10:00	5001.09	5001.25	4999.42	5000.03	285	0	17
2026.02.18	20:11:00	5000.09	5000.23	4999.08	4999.69	249	0	18
2026.02.18	20:12:00	4999.65	5000.82	4999.65	5000.39	253	0	17
2026.02.18	20:13:00	5000.40	5000.43	4998.32	4998.34	206	0	18
2026.02.18	20:14:00	4998.28	4998.92	4997.82	4998.06	166	0	18
2026.02.18	20:15:00	4998.02	4998.49	4997.73	4998.03	149	0	18
2026.02.18	20:16:00	4998.08	4998.40	4997.39	4997.88	155	0	17
2026.02.18	20:17:00	4997.87	4999.31	4997.71	4998.27	141	0	17
2026.02.18	20:18:00	4998.23	4998.23	4996.57	4996.94	157	0	16
2026.02.18	20:19:00	4996.93	4996.96	4993.28	4994.51	178	0	17
2026.02.18	20:20:00	4994.46	4996.46	4994.46	4995.06	179	0	18
2026.02.18	20:21:00	4995.11	4995.42	4994.42	4994.89	142	0	17
2026.02.18	20:22:00	4994.88	4995.26	4994.17	4994.89	169	0	17
2026.02.18	20:23:00	4994.86	4995.56	4994.53	4995.13	226	0	17
2026.02.18	20:24:00	4995.24	4995.54	4993.87	4994.46	353	0	17
2026.02.18	20:25:00	4994.51	4994.51	4989.16	4989.69	412	0	17
2026.02.18	20:26:00	4989.71	4993.31	4989.71	4991.84	254	0	17
2026.02.18	20:27:00	4991.87	4992.05	4988.23	4988.86	259	0	16
2026.02.18	20:28:00	4988.83	4989.78	4988.21	4988.30	214	0	18
2026.02.18	20:29:00	4988.76	4990.68	4986.78	4988.14	436	0	16
2026.02.18	20:30:00	4988.37	4988.65	4985.49	4988.59	329	0	17
2026.02.18	20:31:00	4988.60	4988.96	4985.52	4985.98	243	0	18
2026.02.18	20:32:00	4985.95	4987.37	4983.02	4984.32	277	0	18
2026.02.18	20:33:00	4984.29	4986.53	4983.97	4985.38	252	0	17
2026.02.18	20:34:00	4985.41	4992.31	4985.41	4991.37	327	0	16
2026.02.18	20:35:00	4991.36	4992.49	4990.27	4991.58	236	0	18
2026.02.18	20:36:00	4991.69	4993.02	4990.93	4991.37	214	0	18
2026.02.18	20:37:00	4991.30	4991.30	4989.08	4989.91	224	0	18
2026.02.18	20:38:00	4989.90	4989.91	4982.56	4984.49	480	0	19
2026.02.18	20:39:00	4984.50	4987.32	4983.72	4986.50	415	0	17
2026.02.18	20:40:00	4986.51	4987.05	4985.99	4986.47	309	0	18
2026.02.18	20:41:00	4986.46	4988.09	4986.45	4986.98	346	0	17
2026.02.18	20:42:00	4987.01	4987.11	4982.39	4983.70	350	0	18
2026.02.18	20:43:00	4983.75	4983.75	4980.58	4982.50	414	0	16
2026.02.18	20:44:00	4982.51	4984.47	4982.48	4983.21	349	0	18
2026.02.18	20:45:00	4983.25	4986.37	4983.10	4986.22	364	0	17
2026.02.18	20:46:00	4986.15	4986.59	4985.02	4985.66	367	0	17
2026.02.18	20:47:00	4985.62	4985.66	4984.37	4984.48	270	0	17
2026.02.18	20:48:00	4984.47	4986.62	4984.47	4986.17	164	0	18
2026.02.18	20:49:00	4986.11	4986.11	4982.45	4984.18	184	0	17
2026.02.18	20:50:00	4984.17	4986.78	4983.86	4986.48	203	0	17
2026.02.18	20:51:00	4986.53	4986.53	4984.26	4985.12	201	0	17
2026.02.18	20:52:00	4985.22	4986.21	4984.88	4985.99	157	0	16
2026.02.18	20:53:00	4986.00	4986.21	4983.71	4984.88	218	0	17
2026.02.18	20:54:00	4984.87	4986.04	4983.76	4984.33	268	0	17
2026.02.18	20:55:00	4984.32	4985.29	4983.82	4984.77	204	0	17
2026.02.18	20:56:00	4984.75	4985.54	4984.04	4984.88	144	0	17
2026.02.18	20:57:00	4984.87	4984.92	4984.26	4984.82	134	0	17
2026.02.18	20:58:00	4984.71	4984.95	4984.26	4984.90	78	0	17
2026.02.18	20:59:00	4984.89	4987.66	4983.83	4987.32	218	0	17
2026.02.18	21:00:00	4987.30	4990.42	4984.20	4989.63	274	0	17
2026.02.18	21:01:00	4989.72	4991.93	4989.05	4989.57	321	0	17
2026.02.18	21:02:00	4989.56	4991.83	4989.31	4989.41	210	0	16
2026.02.18	21:03:00	4989.45	4994.45	4989.05	4990.20	361	0	16
2026.02.18	21:04:00	4990.23	4991.95	4990.03	4991.61	217	0	18
2026.02.18	21:05:00	4991.68	4991.73	4988.91	4989.12	266	0	19
2026.02.18	21:06:00	4989.14	4990.12	4987.42	4989.58	257	0	17
2026.02.18	21:07:00	4989.62	4990.73	4988.80	4989.07	228	0	18
2026.02.18	21:08:00	4989.09	4991.04	4987.99	4990.16	241	0	18
2026.02.18	21:09:00	4990.19	4991.81	4989.67	4989.67	174	0	18
2026.02.18	21:10:00	4989.69	4990.76	4989.16	4990.05	255	0	17
2026.02.18	21:11:00	4990.11	4993.66	4990.11	4993.57	233	0	17
2026.02.18	21:12:00	4993.56	4993.74	4992.24	4992.93	198	0	18
2026.02.18	21:13:00	4992.98	4993.61	4992.23	4993.26	282	0	18
2026.02.18	21:14:00	4992.61	4992.87	4991.87	4991.91	269	0	16
